# Fused Transcription: best_part.mp3
# Duration: 271.44s
# BPM: 67
# Time Signature: 4/4
# Total Bars: 72
# Total Notes: 1835

Bar    Beat     Dur    Note     Role     Vel
33     1.50     0.50   C#5      melody   0.62
33     1.50     1.00   F#4      melody   0.67
33     1.50     0.50   E4       chord    0.82
33     1.50     3.00   B3       chord    1.00
33     2.00     0.50   C#4      chord    0.76
33     2.00     0.50   F#3      chord    0.74
33     2.00     3.00   E3       chord    0.66
33     2.50     3.00   G3       chord    0.54
33     2.50     2.00   E3       chord    0.60
33     2.50     2.00   A2       bass     0.96
33     4.50     0.25   D#3      chord    0.44
33     4.50     0.50   F2       bass     1.00

34     1.00     1.50   B4       melody   0.47
34     1.00     0.50   G#4      melody   0.95
34     1.00     0.50   F#4      chord    1.00
34     1.50     0.75   E4       melody   1.00
34     1.50     1.50   D3       chord    0.77
34     1.50     0.25   C2       bass     0.56
34     2.00     0.50   B4       melody   0.60
34     2.00     1.00   A3       chord    0.63
34     2.00     1.00   E3       chord    0.47
34     2.00     1.00   D3       chord    0.87
34     2.50     0.25   E4       melody   1.00
34     2.50     0.25   D4       chord    1.00
34     2.50     0.25   G3       chord    1.00
34     3.00     1.00   D5       melody   0.66
34     3.00     1.00   A3       chord    0.66
34     3.00     0.50   G3       chord    0.76
34     3.00     1.00   D3       chord    0.63
34     3.50     0.25   E3       chord    0.39 (tie)
34     4.00     0.75   F#5      melody   0.86
34     4.00     0.25   E5       melody   0.39
34     4.00     0.25   D5       melody   1.00
34     4.00     0.50   B3       chord    0.54
34     4.00     0.25   A3       chord    0.64
34     4.00     0.25   G3       chord    1.00
34     4.00     0.25   F#3      bass     0.81
34     4.00     0.75   F#3      bass     0.71
34     4.00     0.25   E3       chord    0.40
34     4.00     0.25   D3       chord    0.62
34     4.00     4.00   D3       chord    0.91
34     4.50     0.50   B5       melody   0.66
34     4.50     0.25   A4       chord    1.00
34     4.50     0.25   B3       chord    0.71 (tie)
34     4.50     0.50   E3       chord    0.59 (tie)

35     1.00     0.50   D5       melody   1.00
35     1.00     0.25   F#4      chord    1.00
35     1.00     0.25   B3       chord    0.40
35     1.00     0.50   C2       bass     0.65
35     1.50     2.00   D5       melody   0.57
35     1.50     1.50   A4       melody   0.56
35     1.50     1.00   A4       melody   0.84
35     1.50     2.00   D4       chord    1.00
35     1.50     2.00   D3       chord    0.87
35     1.50     1.00   G2       bass     1.00
35     1.50     0.25   F#2      bass     1.00
35     2.50     0.75   D5       melody   0.61
35     2.50     0.75   E4       melody   1.00
35     2.50     0.75   D4       chord    0.95
35     2.50     0.75   A#3      chord    0.95
35     3.50     0.25   C5       melody   0.81
35     3.50     0.25   A#3      chord    1.00 (tie)
35     3.50     0.25   A#3      chord    0.38
35     3.50     0.25   F3       bass     1.00 (tie)
35     3.50     0.25   D3       chord    0.45 (tie)
35     3.50     0.25   D3       chord    0.69
35     4.00     0.50   A5       melody   1.00
35     4.00     0.50   D5       melody   0.77
35     4.00     0.25   A#3      chord    0.87
35     4.00     0.75   D3       chord    0.96
35     4.00     0.50   C#3      chord    0.71
35     4.00     0.50   F2       bass     0.66
35     4.50     0.25   A#5      melody   0.85
35     4.50     0.25   A5       melody   1.00
35     4.50     0.25   D5       melody   0.70
35     4.50     0.25   F3       chord    0.56
35     4.50     0.25   D3       chord    0.88
35     4.50     0.25   D3       chord    1.00
35     4.50     0.25   C#3      chord    0.71
35     4.50     0.25   C#3      chord    1.00
35     4.50     0.25   F2       bass     1.00

36     1.00     0.25   F5       melody   1.00
36     1.00     0.25   C5       melody   1.00
36     1.00     1.00   C5       melody   1.00
36     1.00     1.00   A#4      melody   1.00
36     1.00     0.50   C2       bass     1.00
36     1.50     0.25   A4       chord    1.00
36     1.50     0.50   A1       bass     0.33
36     2.00     0.50   A#4      melody   0.67
36     2.00     0.75   A4       melody   0.72
36     2.00     0.75   C4       chord    0.68
36     2.50     0.25   A#4      melody   0.70
36     2.50     0.25   F4       melody   1.00
36     2.50     0.25   C4       chord    0.64
36     2.50     0.25   A3       chord    1.00
36     2.50     0.25   F#3      chord    0.60
36     2.50     0.25   E3       chord    1.00
36     2.50     0.25   D3       chord    0.98
36     2.50     0.25   A2       bass     1.00
36     3.50     0.50   B4       melody   0.49
36     3.50     0.25   G#4      melody   0.45
36     4.00     0.25   C#5      melody   0.31
36     4.00     0.25   A3       chord    1.00
36     4.00     0.25   F#3      bass     0.99
36     4.50     0.75   C#5      melody   0.40
36     4.50     0.50   C#4      chord    1.00
36     4.50     1.00   B3       chord    0.53
36     4.50     0.25   A3       chord    1.00
36     4.50     0.75   F#3      bass     1.00
36     4.50     0.25   E3       chord    0.94
36     4.50     1.00   D3       chord    0.45

37     1.00     0.50   G#5      melody   0.68
37     1.00     0.50   D5       melody   0.49
37     1.00     0.50   G3       chord    0.81
37     1.00     0.50   E3       chord    0.36
37     1.50     0.50   A#4      chord    0.47
37     1.50     0.50   F#3      chord    0.65
37     2.00     0.25   G4       chord    1.00
37     2.00     0.25   C#4      chord    0.54
37     2.00     0.25   C4       chord    1.00
37     2.00     0.50   A3       chord    0.61
37     2.00     0.25   F#3      chord    0.52
37     2.00     0.25   A2       bass     1.00
37     2.50     1.00   C5       melody   0.68
37     2.50     1.00   C4       chord    0.64
37     2.50     1.50   E3       chord    0.72
37     3.50     0.50   B5       melody   1.00
37     3.50     0.25   A#4      chord    1.00
37     3.50     0.25   D#3      chord    0.39
37     3.50     0.25   C3       chord    0.38
37     4.00     0.75   C5       melody   1.00
37     4.50     1.00   D5       melody   0.62
37     4.50     0.75   D5       melody   0.59
37     4.50     0.50   C5       melody   0.98
37     4.50     0.25   C5       melody   0.91
37     4.50     0.25   G4       chord    0.91
37     4.50     0.25   E3       chord    0.34
37     4.50     4.00   D3       chord    1.00
37     4.50     0.25   A2       bass     1.00
37     4.50     0.25   E2       bass     1.00

38     1.00     0.50   B4       melody   1.00
38     1.00     0.50   A#4      chord    1.00
38     1.00     0.50   A4       chord    0.87
38     1.50     0.25   C5       melody   0.30
38     1.50     1.00   A4       melody   1.00
38     1.50     0.25   D4       melody   0.33
38     1.50     1.00   F#3      bass     0.98
38     2.00     0.75   G4       melody   0.30
38     2.50     0.25   A5       melody   0.87
38     3.00     0.75   F#5      melody   1.00
38     3.00     0.50   A#3      chord    0.32
38     3.00     0.50   G3       chord    1.00
38     3.00     3.00   D3       chord    0.84
38     3.50     2.00   D5       melody   1.00
38     3.50     0.75   B3       chord    0.92
38     3.50     0.50   E3       chord    0.47
38     3.50     0.50   D#3      chord    0.32
38     4.00     1.00   A4       melody   0.84
38     4.00     1.50   E2       bass     1.00
38     4.50     1.50   D5       melody   0.36
38     4.50     1.50   D3       chord    0.56
38     4.50     1.00   E2       bass     1.00

39     1.00     1.00   D5       melody   1.00
39     1.00     0.50   B3       chord    0.60
39     1.00     0.50   A3       chord    0.84
39     1.00     1.00   D3       chord    0.74
39     1.50     0.25   A3       chord    0.58
39     1.50     2.00   F#3      bass     1.00
39     1.50     0.50   E3       chord    0.47
39     2.00     2.00   A4       melody   1.00
39     2.00     0.25   F#4      melody   0.54 (tie)
39     2.00     0.50   D4       chord    0.75
39     2.00     0.50   A3       chord    0.44
39     2.00     1.50   D3       chord    0.99
39     2.00     0.50   F#2      bass     0.73
39     3.00     1.00   E2       bass     1.00
39     3.50     0.50   D5       melody   0.41
39     3.50     0.25   F#4      chord    1.00
39     3.50     1.00   C4       chord    0.56
39     3.50     1.50   A#3      chord    0.63
39     3.50     0.50   G3       chord    0.57
39     3.50     0.50   D3       chord    0.58
39     3.50     0.50   F2       bass     1.00
39     4.00     0.25   F#4      melody   0.58
39     4.00     0.50   C4       chord    0.38
39     4.00     0.75   A#3      chord    0.81
39     4.00     0.25   E3       chord    0.33
39     4.50     0.50   F2       bass     1.00

40     1.00     0.50   A1       bass     0.55
40     1.50     0.25   G3       bass     1.00
40     2.00     4.00   A3       chord    0.93
40     2.00     4.00   D3       chord    0.66
40     2.50     4.00   A3       chord    0.62
40     2.50     2.00   F#3      bass     0.80
40     2.50     4.00   D3       chord    0.94
40     4.50     2.00   D5       melody   1.00
40     4.50     0.75   A#3      chord    0.57
40     4.50     2.00   D3       chord    0.33

41     1.00     0.50   F#5      melody   0.40
41     1.00     2.00   C#3      chord    0.37
41     1.50     1.00   D5       melody   1.00
41     1.50     0.75   A4       chord    1.00
41     1.50     1.00   D3       chord    0.60
41     2.00     0.50   F#4      melody   1.00
41     2.00     0.50   D4       chord    1.00
41     2.00     0.50   B3       chord    0.43
41     2.00     0.75   A#3      chord    0.31
41     2.50     0.25   A#4      chord    0.37
41     2.50     1.00   G#4      melody   0.92
41     2.50     0.25   G4       melody   0.93
41     2.50     0.25   C#3      chord    0.60
41     2.50     0.25   F2       bass     0.72
41     3.00     0.75   C5       melody   0.47
41     3.00     2.00   E3       chord    0.56
41     3.00     1.00   A2       bass     1.00
41     3.50     0.25   A3       chord    0.62
41     3.50     1.00   E3       chord    0.74
41     3.50     0.25   D3       chord    0.45
41     3.50     0.75   C#3      chord    0.62
41     4.00     0.25   B5       melody   1.00
41     4.00     0.75   D5       melody   1.00
41     4.00     0.75   C4       chord    1.00
41     4.00     1.00   B3       chord    0.74
41     4.00     2.00   G3       chord    0.70
41     4.50     2.00   E5       melody   0.59
41     4.50     1.50   C4       chord    0.57
41     4.50     0.25   F3       chord    0.34
41     4.50     0.25   E3       chord    0.48 (tie)
41     4.50     0.25   C2       bass     1.00

42     1.00     1.00   E5       melody   0.84
42     1.00     2.00   D5       melody   0.39
42     1.00     0.25   E4       chord    1.00
42     1.00     1.00   C4       chord    0.86
42     1.00     1.00   G3       chord    0.80
42     1.50     0.75   F#5      melody   0.45
42     1.50     0.75   A3       chord    0.51 (tie)
42     2.00     1.00   F#3      bass     0.91
42     3.00     0.25   B5       melody   1.00
42     3.00     0.75   E5       melody   0.35
42     3.00     0.25   D5       melody   0.31 (tie)
42     3.00     0.75   B3       chord    0.53
42     3.00     0.50   G3       chord    1.00
42     3.00     1.50   D3       chord    0.32
42     3.50     0.25   B4       chord    0.73
42     3.50     0.50   G4       chord    0.55
42     3.50     0.50   F#3      chord    1.00
42     4.00     0.25   E5       melody   0.80
42     4.00     1.00   D5       melody   1.00
42     4.00     0.75   D5       melody   0.87
42     4.00     1.00   B4       melody   0.82
42     4.00     1.00   A4       chord    1.00
42     4.00     0.25   B3       chord    0.65
42     4.00     0.25   F#3      chord    0.59
42     4.00     1.00   D3       chord    0.69
42     4.00     0.75   D3       chord    0.58
42     4.00     1.00   G2       bass     1.00

43     1.00     0.25   A4       melody   0.59
43     1.00     1.00   F#4      melody   1.00
43     1.00     0.25   F4       chord    0.32
43     1.00     3.00   D3       chord    0.33
43     1.00     0.25   A2       bass     0.63
43     1.00     3.00   G2       bass     1.00
43     1.50     0.50   F#4      melody   0.92
43     1.50     1.00   E4       melody   1.00
43     1.50     0.25   G3       chord    0.37 (tie)
43     1.50     0.50   E3       chord    0.52
43     1.50     2.00   D3       chord    0.60
43     1.50     2.00   G2       bass     1.00
43     2.50     1.50   D5       melody   1.00
43     2.50     1.00   B3       chord    0.80
43     2.50     0.50   E3       chord    0.30
43     3.00     1.00   D5       melody   0.47
43     3.00     1.00   D4       chord    0.93
43     4.00     0.25   A5       melody   0.82
43     4.00     0.75   C5       melody   0.56
43     4.00     0.25   A#3      chord    1.00
43     4.00     0.25   F3       chord    0.59
43     4.00     0.25   F3       chord    0.65
43     4.00     0.25   D#3      chord    0.53
43     4.00     0.25   C3       bass     0.87
43     4.50     0.25   A#4      melody   1.00
43     4.50     0.25   A4       chord    1.00
43     4.50     0.25   D3       chord    0.31
43     4.50     0.25   B2       bass     0.33

44     1.00     0.75   A5       melody   0.81
44     1.00     0.25   D#5      melody   1.00
44     1.00     0.25   D5       melody   0.67
44     1.00     0.75   A#1      bass     0.57
44     1.50     0.50   A5       melody   1.00
44     1.50     0.50   G#5      melody   1.00
44     1.50     0.25   D5       melody   0.91
44     1.50     1.50   A#3      chord    0.40
44     1.50     1.50   F3       chord    0.77
44     1.50     0.50   C#3      chord    0.47
44     2.00     0.50   G5       melody   0.84
44     2.00     0.25   E5       melody   1.00
44     2.00     0.25   E5       melody   1.00
44     2.00     2.00   C5       melody   1.00
44     2.00     0.25   A#4      chord    1.00
44     2.00     1.00   A#3      chord    0.90
44     2.00     0.25   A3       chord    0.50
44     2.00     0.25   C#3      chord    0.60
44     2.00     0.25   C3       bass     0.60
44     2.50     0.25   A#5      melody   0.63
44     2.50     0.25   A#4      melody   0.81
44     2.50     0.25   A4       chord    1.00
44     2.50     0.50   D3       chord    0.32
44     3.00     1.00   A#4      melody   1.00
44     3.00     0.25   F#4      chord    1.00
44     3.00     2.00   C#4      chord    0.47
44     3.00     4.00   A3       chord    0.79
44     3.00     4.00   E3       bass     1.00
44     3.50     3.00   A3       chord    0.76
44     3.50     4.00   E3       bass     1.00
44     3.50     2.00   D3       chord    0.43
44     4.00     1.00   E5       melody   0.98
44     4.00     3.00   C#5      melody   0.85
44     4.00     3.00   A3       chord    0.71
44     4.00     4.00   E3       bass     1.00
44     4.00     1.50   C#3      chord    0.53

45     1.00     1.50   C#5      melody   0.87
45     1.00     0.25   C#3      chord    0.40
45     1.00     0.25   E2       bass     0.64
45     1.50     0.75   A4       melody   0.35
45     1.50     0.25   C#4      chord    0.53 (tie)
45     1.50     0.25   F#3      chord    0.56 (tie)
45     1.50     0.50   D3       chord    0.39
45     2.00     0.75   C#3      chord    0.44
45     2.50     0.25   E5       melody   1.00
45     2.50     0.25   C#5      melody   0.40 (tie)
45     2.50     0.25   E4       melody   1.00
45     2.50     0.25   E2       bass     0.81
45     3.00     0.50   B4       melody   0.40
45     3.00     0.75   C4       chord    0.54
45     3.00     3.00   G3       chord    0.43
45     3.00     2.00   A2       bass     0.78
45     3.50     0.50   G4       melody   0.38
45     4.00     0.75   F#5      melody   1.00
45     4.00     1.50   C4       chord    1.00
45     4.00     1.00   E3       chord    0.56
45     4.00     0.25   C3       chord    0.37
45     4.00     0.75   A2       bass     1.00
45     4.50     0.75   E5       melody   0.36
45     4.50     0.25   D5       melody   0.35
45     4.50     0.50   E4       chord    0.58
45     4.50     0.50   C3       chord    0.58
45     5.00     0.25   G5       melody   1.00
45     5.00     0.50   F#5      melody   0.94
45     5.00     0.50   D5       melody   0.50
45     5.00     0.50   A4       chord    0.67
45     5.00     0.25   G2       bass     0.81
45     5.00     0.25   F2       bass     0.70

46     1.50     0.25   G#5      melody   1.00
46     1.50     0.25   A4       melody   0.83 (tie)
46     1.50     0.25   D#3      chord    0.48
46     1.50     0.25   F2       bass     0.68
46     2.00     0.50   G#5      melody   1.00
46     2.00     0.50   D#3      chord    0.47
46     2.50     0.25   A#5      melody   0.74
46     2.50     0.25   C3       chord    0.42
46     2.50     0.50   G#2      bass     0.50
46     3.00     0.25   A5       melody   1.00
46     3.00     0.25   G#5      melody   0.57 (tie)
46     3.00     0.25   G#5      melody   0.53
46     3.00     0.25   F5       melody   1.00
46     3.00     0.25   C4       chord    0.58 (tie)
46     3.00     0.50   G3       chord    0.89
46     3.00     0.75   D3       chord    1.00
46     3.50     0.50   F#5      melody   0.64
46     3.50     1.00   B3       chord    0.48
46     3.50     0.25   F#3      chord    0.65
46     3.50     0.25   D3       chord    1.00
46     4.00     0.25   F#5      melody   0.57 (tie)
46     4.00     0.75   D5       melody   1.00
46     4.00     0.75   A4       melody   1.00
46     4.00     1.00   G3       chord    0.77
46     4.00     1.50   B2       bass     1.00
46     4.00     0.25   B1       bass     0.49
46     4.50     0.25   D5       melody   0.55
46     4.50     0.25   G2       bass     0.46 (tie)

47     1.00     0.50   B5       melody   1.00
47     1.00     0.25   F#4      chord    1.00
47     1.00     0.50   B3       chord    0.42
47     1.00     0.50   D3       chord    0.84
47     1.50     0.25   B5       melody   1.00
47     1.50     0.25   D5       melody   1.00
47     1.50     0.25   D3       chord    0.91
47     1.50     0.25   D3       chord    0.31 (tie)
47     2.00     1.00   D5       melody   0.93
47     2.00     0.50   F#4      melody   0.67
47     2.00     0.50   E2       bass     1.00
47     2.50     0.50   G2       bass     0.70
47     3.00     0.25   D5       melody   1.00
47     3.00     0.25   A#3      chord    1.00
47     3.00     0.25   C3       bass     0.72
47     3.50     0.25   D5       melody   1.00
47     3.50     0.25   C5       melody   0.56
47     3.50     0.25   A4       chord    1.00
47     3.50     0.25   A4       melody   1.00
47     3.50     0.25   F4       melody   1.00
47     3.50     0.25   D3       chord    0.79
47     3.50     0.25   D3       chord    0.79
47     3.50     0.25   C3       chord    0.51
47     3.50     0.25   F2       bass     1.00
47     3.50     0.25   F2       bass     1.00
47     4.00     0.25   C5       melody   0.95
47     4.00     0.50   C4       chord    1.00
47     4.00     0.25   C4       chord    0.63
47     4.00     0.25   D3       chord    0.58
47     4.50     0.25   C5       melody   1.00
47     4.50     0.25   A#4      melody   0.62
47     4.50     0.25   A4       chord    0.81
47     4.50     0.25   C4       chord    0.41
47     4.50     0.25   F3       chord    0.35
47     4.50     0.25   D3       chord    0.35

48     1.00     0.75   F5       melody   1.00
48     1.00     0.50   D5       melody   0.94
48     1.00     0.50   C5       melody   0.56
48     1.00     1.50   D4       chord    1.00
48     1.00     0.75   A#3      chord    0.90
48     1.00     1.50   D3       chord    0.31
48     1.00     0.25   E2       bass     1.00
48     1.50     0.25   A5       melody   1.00
48     1.50     0.25   A1       bass     0.70
48     2.00     0.50   D5       melody   1.00
48     2.00     0.25   C5       melody   1.00
48     2.00     0.25   A#3      chord    0.61
48     2.50     0.75   D5       melody   0.37
48     2.50     0.75   F#4      chord    0.94
48     2.50     0.25   D4       chord    0.80
48     2.50     0.50   A#3      chord    0.68
48     3.50     0.50   G5       melody   0.34
48     3.50     0.25   C#5      melody   0.34
48     3.50     0.25   A4       chord    1.00
48     3.50     0.50   C#4      chord    1.00
48     3.50     0.50   A2       bass     1.00
48     4.00     0.25   B5       melody   0.71
48     4.00     0.50   B5       melody   1.00
48     4.00     0.25   D5       melody   1.00
48     4.00     1.00   C#4      chord    0.98
48     4.00     0.50   A3       chord    0.49
48     4.00     0.25   F#3      chord    0.68
48     4.00     0.75   F#3      chord    0.50
48     4.00     0.25   E3       bass     1.00
48     4.00     0.25   C#3      chord    0.46
48     4.50     0.25   B5       melody   1.00 (tie)
48     4.50     0.25   B4       melody   1.00
48     4.50     0.25   A4       melody   0.81
48     4.50     0.75   C#3      chord    0.31

49     1.00     0.25   E5       melody   1.00
49     1.00     0.75   E5       melody   0.87
49     1.00     0.25   C#5      melody   0.57
49     1.00     0.75   C#4      chord    0.78
49     1.00     0.25   A#3      chord    0.52
49     1.00     0.50   A3       chord    0.32
49     1.00     0.75   F#3      chord    0.42
49     1.00     0.25   E3       bass     1.00 (tie)
49     1.00     0.75   E3       bass     1.00
49     1.00     0.25   D3       chord    0.68
49     1.50     0.25   C#3      chord    0.49 (tie)
49     1.50     0.25   F#2      bass     1.00
49     2.00     0.25   F#5      melody   1.00
49     2.00     0.25   E5       melody   1.00
49     2.00     0.25   A3       chord    0.37
49     2.00     0.25   E3       bass     1.00
49     2.00     0.25   C#3      chord    0.47
49     2.50     0.25   F#5      melody   1.00
49     2.50     0.25   E5       melody   1.00
49     2.50     0.25   A3       chord    0.85
49     2.50     0.25   F#3      chord    0.85
49     2.50     0.25   E3       chord    0.76
49     2.50     0.25   A#2      bass     1.00
49     3.00     0.25   E5       melody   0.76
49     3.00     0.25   D5       melody   1.00
49     3.00     0.25   D5       melody   0.94
49     3.00     1.00   C5       melody   1.00
49     3.00     1.50   A2       bass     1.00
49     3.50     0.25   G4       melody   0.47
49     3.50     1.00   C4       chord    0.66
49     3.50     0.50   E3       chord    0.54
49     4.00     0.50   B4       melody   0.34
49     4.00     0.50   E3       chord    0.54
49     4.50     0.50   A5       melody   0.82
49     4.50     0.25   F#5      melody   1.00
49     4.50     0.25   E4       melody   1.00
49     4.50     0.25   C4       chord    0.46 (tie)
49     4.50     0.25   C4       chord    0.49
49     4.50     0.25   B3       chord    0.37
49     4.50     0.75   G3       chord    0.74
49     4.50     0.50   E3       chord    0.81

50     1.00     1.00   B5       melody   1.00
50     1.00     0.50   C4       chord    0.60
50     1.00     0.50   D3       chord    0.64
50     1.00     0.25   C3       chord    0.44
50     1.00     0.75   F2       bass     1.00
50     1.50     0.25   B5       melody   1.00
50     1.50     0.25   A#5      melody   0.35
50     1.50     0.25   A5       melody   0.75
50     1.50     0.25   D3       chord    0.38
50     1.50     0.50   G2       bass     0.73
50     2.00     0.25   A4       melody   0.51
50     2.00     1.00   G#2      bass     1.00
50     2.50     0.25   C6       melody   1.00
50     2.50     0.25   C5       melody   0.38
50     2.50     0.75   C4       chord    0.65
50     2.50     2.00   F#3      bass     0.86
50     2.50     0.50   C3       chord    0.33
50     3.00     0.25   A5       melody   1.00
50     3.00     0.25   D5       melody   1.00
50     3.00     0.25   G#3      chord    0.31 (tie)
50     3.00     1.00   G2       bass     1.00
50     3.50     0.75   B5       melody   1.00
50     3.50     0.25   D5       melody   1.00
50     3.50     0.50   G4       chord    0.41
50     4.00     0.50   F#5      melody   0.45
50     4.00     0.25   F4       chord    1.00
50     4.00     0.25   B3       chord    0.49 (tie)
50     4.00     0.25   A3       chord    0.83
50     4.00     0.25   D3       chord    1.00 (tie)
50     4.50     0.50   B5       melody   1.00
50     4.50     0.75   C4       chord    0.66
50     4.50     0.75   A3       chord    0.77
50     4.50     1.50   F3       chord    0.73

51     1.00     1.50   D5       melody   0.92
51     1.00     0.50   A#4      chord    0.47
51     1.00     0.50   A4       chord    0.96
51     1.00     1.00   D3       chord    0.41
51     1.00     0.25   F2       bass     1.00 (tie)
51     1.50     0.50   B5       melody   1.00
51     1.50     0.50   F2       bass     1.00
51     1.50     0.50   E2       bass     1.00
51     2.00     0.25   A#4      chord    0.87
51     2.00     0.25   G3       chord    0.44
51     2.00     0.25   F#3      chord    0.67
51     2.00     0.25   D3       chord    0.89 (tie)
51     2.50     0.25   B5       melody   1.00
51     2.50     0.50   A4       melody   1.00
51     2.50     0.25   B3       chord    0.34
51     2.50     0.25   G3       chord    0.44
51     2.50     0.75   F#3      bass     0.43
51     2.50     0.50   E3       chord    0.52
51     2.50     0.75   D3       chord    0.89
51     3.00     0.25   D5       melody   0.64
51     3.00     0.25   A4       melody   0.52
51     3.00     0.25   E3       chord    0.52
51     3.00     0.25   D3       chord    0.89
51     3.00     0.25   G2       bass     1.00
51     3.50     0.25   D5       melody   0.61
51     3.50     0.25   A4       melody   0.54
51     3.50     0.50   A#3      chord    0.97
51     3.50     0.25   D3       chord    0.65
51     4.00     0.50   A#4      chord    0.60
51     4.00     0.25   A4       melody   0.54
51     4.00     0.25   G4       melody   0.84
51     4.00     0.25   G4       melody   0.72
51     4.00     0.25   D3       chord    0.72
51     4.00     0.25   F2       bass     0.73
51     4.00     0.25   F2       bass     0.81
51     4.50     0.50   D5       melody   0.86
51     4.50     0.25   G#4      melody   1.00
51     4.50     0.25   E4       chord    0.51
51     4.50     0.25   A#2      bass     1.00 (tie)
51     4.50     0.50   A#1      bass     0.50

52     1.00     0.25   D5       melody   1.00
52     1.00     0.25   D5       melody   0.90
52     1.00     0.25   C3       chord    0.51
52     1.00     0.25   C3       chord    0.51
52     1.50     0.25   E5       melody   0.65
52     1.50     0.75   D5       melody   1.00
52     1.50     0.25   C4       chord    0.64
52     1.50     0.25   F3       chord    0.64
52     1.50     0.25   D3       chord    0.92
52     1.50     0.25   F2       bass     0.94
52     2.00     0.25   E5       melody   0.65 (tie)
52     2.00     0.25   D3       chord    0.87 (tie)
52     2.00     0.25   F2       bass     1.00 (tie)
52     2.50     0.50   G5       melody   0.36
52     2.50     0.50   G4       chord    0.83
52     2.50     1.00   D4       chord    1.00
52     2.50     0.50   A#3      chord    1.00
52     3.00     0.25   C5       melody   0.63
52     3.00     0.50   C4       chord    0.86
52     3.00     0.50   G3       chord    0.65
52     3.00     0.25   E2       bass     1.00
52     3.50     0.25   D5       melody   0.63
52     3.50     0.25   D3       chord    0.54
52     3.50     0.25   A2       bass     1.00
52     3.50     0.50   D2       bass     0.66
52     4.00     0.25   C#5      melody   0.35
52     4.00     0.25   F#4      melody   0.31
52     4.50     0.75   G5       melody   0.31
52     4.50     0.50   G5       melody   0.31
52     4.50     0.75   E3       chord    0.48
52     4.50     0.50   E3       chord    0.66
52     4.50     0.75   A2       bass     1.00

53     1.00     0.25   A#5      melody   1.00
53     1.00     0.25   F#5      melody   1.00
53     1.00     0.75   A3       chord    0.36
53     1.00     0.50   F#3      chord    0.66
53     1.00     0.25   C#3      chord    0.40
53     1.00     0.25   C#3      chord    0.31
53     1.00     0.25   E2       bass     0.70
53     1.50     0.25   D3       chord    0.32
53     1.50     0.25   F#2      bass     1.00
53     1.50     0.50   E2       bass     0.71
53     2.00     0.25   G5       melody   0.72 (tie)
53     2.00     0.25   F#5      melody   0.48
53     2.00     0.25   F#5      melody   0.70
53     2.00     0.25   A3       chord    0.78
53     2.00     0.25   E3       chord    0.45
53     2.00     0.25   D3       chord    0.62
53     2.00     0.25   D3       chord    0.32
53     2.50     0.25   F#5      melody   0.65
53     2.50     0.25   D5       melody   1.00
53     2.50     0.25   C#4      chord    0.65
53     2.50     0.25   A#3      chord    0.67
53     2.50     0.25   A3       chord    0.78
53     2.50     0.25   E3       chord    0.37
53     3.00     0.25   D5       melody   1.00
53     3.00     0.50   D5       melody   0.94
53     3.00     0.25   G#4      chord    0.72
53     3.00     0.25   D3       chord    0.79
53     3.00     0.25   D3       chord    0.79
53     3.00     0.25   B2       bass     1.00
53     3.50     0.25   D5       melody   0.88
53     3.50     0.25   C#5      melody   0.98
53     3.50     0.25   G4       chord    1.00
53     3.50     0.25   A#2      bass     1.00
53     4.00     0.25   C5       melody   0.76
53     4.00     0.25   B4       melody   0.78
53     4.00     0.25   E3       chord    0.53
53     4.00     0.25   C3       chord    0.59
53     4.00     0.25   A2       bass     1.00
53     4.50     0.25   B5       melody   1.00
53     4.50     0.25   D5       melody   0.41
53     4.50     0.25   B4       melody   0.64
53     4.50     0.50   E3       chord    0.54
53     4.50     0.50   A2       bass     1.00

54     1.00     0.25   D5       melody   1.00
54     1.00     0.25   C4       chord    0.60
54     1.00     0.25   G3       bass     1.00
54     1.00     0.25   E3       chord    0.61
54     1.50     0.25   D5       melody   1.00
54     1.50     0.25   C#5      melody   1.00
54     1.50     0.25   C5       melody   1.00
54     1.50     0.25   C#4      chord    0.79
54     1.50     0.25   C4       chord    0.40
54     1.50     0.25   B3       chord    0.42 (tie)
54     1.50     0.25   G#3      chord    0.49
54     1.50     0.25   D#3      bass     1.00
54     2.00     0.50   A#4      melody   0.82
54     2.00     0.50   D#3      bass     1.00
54     2.00     0.50   C#3      chord    0.43
54     2.50     0.50   C5       melody   1.00
54     2.50     0.25   F4       melody   0.69
54     2.50     0.25   A#3      chord    0.34
54     2.50     0.25   F#3      chord    0.59
54     2.50     0.50   D#3      chord    0.80
54     3.00     0.25   G#4      melody   1.00
54     3.00     0.50   G#4      melody   0.81
54     3.00     0.50   D#3      chord    0.49
54     3.00     0.25   G#2      bass     1.00
54     3.00     0.50   G#2      bass     1.00
54     3.50     0.50   C5       melody   0.92
54     3.50     0.50   D#3      chord    0.50
54     3.50     0.25   G#2      bass     1.00
54     4.00     0.25   B5       melody   1.00
54     4.00     0.50   D5       melody   1.00
54     4.00     0.50   B4       chord    0.64
54     4.00     0.25   G4       chord    0.49
54     4.00     1.00   D4       chord    0.90
54     4.00     1.00   B3       chord    0.69
54     4.00     1.50   D3       chord    1.00 (tie)
54     4.00     1.50   G2       bass     1.00
54     4.50     0.50   B5       melody   0.87
54     4.50     0.25   A#5      melody   1.00
