# Fused Transcription: best_part.mp3
# Duration: 271.44s
# BPM: 67
# Time Signature: 4/4
# Total Bars: 72
# Total Notes: 1835

Bar    Beat     Dur    Note     Role     Vel
33     3.00     0.50   C#5      melody   0.62
33     3.00     1.00   F#4      melody   0.67
33     3.00     0.50   E4       chord    0.82
33     3.00     3.00   B3       chord    1.00
33     3.50     0.50   C#4      chord    0.76
33     3.50     0.50   F#3      chord    0.74
33     3.50     3.00   E3       chord    0.66
33     4.00     3.00   G3       chord    0.54
33     4.00     2.00   E3       chord    0.60
33     4.00     2.00   A2       bass     0.96

34     2.25     0.25   D#3      chord    0.44
34     2.25     0.50   F2       bass     1.00
34     2.50     1.50   B4       melody   0.47
34     2.50     0.50   G#4      melody   0.95
34     2.50     0.50   F#4      chord    1.00
34     3.00     0.25   C2       bass     0.56
34     3.25     0.75   E4       melody   1.00
34     3.25     1.50   D3       chord    0.77
34     3.50     0.50   B4       melody   0.60
34     3.50     1.00   A3       chord    0.63
34     3.50     1.00   E3       chord    0.47
34     3.50     1.00   D3       chord    0.87
34     4.25     0.25   E4       melody   1.00
34     4.25     0.25   D4       chord    1.00
34     4.25     0.25   G3       chord    1.00
34     4.50     1.00   D5       melody   0.66
34     4.50     1.00   A3       chord    0.66
34     4.50     0.50   G3       chord    0.76
34     4.50     1.00   D3       chord    0.63

35     1.25     0.25   E3       chord    0.39 (tie)
35     1.50     0.25   E5       melody   0.39
35     1.50     0.25   D5       melody   1.00
35     1.50     0.25   A3       chord    0.64
35     1.50     0.25   F#3      bass     0.81
35     1.50     0.25   E3       chord    0.40
35     1.50     0.25   D3       chord    0.62
35     1.75     0.75   F#5      melody   0.86
35     1.75     0.50   B3       chord    0.54
35     1.75     0.25   G3       chord    1.00
35     1.75     0.75   F#3      bass     0.71
35     1.75     4.00   D3       chord    0.91
35     2.00     0.50   E3       chord    0.59 (tie)
35     2.25     0.50   B5       melody   0.66
35     2.25     0.25   A4       chord    1.00
35     2.25     0.25   B3       chord    0.71 (tie)
35     2.50     0.50   D5       melody   1.00
35     2.50     0.25   F#4      chord    1.00
35     2.50     0.50   C2       bass     0.65
35     2.75     0.25   B3       chord    0.40
35     3.00     1.50   A4       melody   0.56
35     3.00     2.00   D4       chord    1.00
35     3.00     0.25   F#2      bass     1.00
35     3.25     2.00   D5       melody   0.57
35     3.25     1.00   A4       melody   0.84
35     3.25     2.00   D3       chord    0.87
35     3.25     1.00   G2       bass     1.00
35     4.25     0.75   D5       melody   0.61
35     4.25     0.75   E4       melody   1.00
35     4.25     0.75   D4       chord    0.95
35     4.25     0.75   A#3      chord    0.95

36     1.00     0.25   A#3      chord    1.00 (tie)
36     1.00     0.25   F3       bass     1.00 (tie)
36     1.00     0.25   D3       chord    0.45 (tie)
36     1.25     0.25   C5       melody   0.81
36     1.25     0.25   A#3      chord    0.38
36     1.25     0.25   D3       chord    0.69
36     1.50     0.50   D5       melody   0.77
36     1.50     0.25   A#3      chord    0.87
36     1.50     0.75   D3       chord    0.96
36     1.75     0.50   A5       melody   1.00
36     1.75     0.50   C#3      chord    0.71
36     1.75     0.50   F2       bass     0.66
36     2.00     0.25   A5       melody   1.00
36     2.00     0.25   D5       melody   0.70
36     2.00     0.25   F3       chord    0.56
36     2.00     0.25   D3       chord    0.88
36     2.00     0.25   C#3      chord    0.71
36     2.25     0.25   A#5      melody   0.85
36     2.25     0.25   D3       chord    1.00
36     2.25     0.25   C#3      chord    1.00
36     2.25     0.25   F2       bass     1.00
36     2.50     0.25   F5       melody   1.00
36     2.50     0.25   C5       melody   1.00
36     2.75     1.00   C5       melody   1.00
36     2.75     1.00   A#4      melody   1.00
36     2.75     0.50   C2       bass     1.00
36     3.00     0.25   A4       chord    1.00
36     3.00     0.50   A1       bass     0.33
36     3.50     0.50   A#4      melody   0.67
36     3.50     0.75   A4       melody   0.72
36     3.50     0.75   C4       chord    0.68
36     4.00     0.25   F4       melody   1.00
36     4.00     0.25   C4       chord    0.64
36     4.00     0.25   A3       chord    1.00
36     4.25     0.25   A#4      melody   0.70
36     4.25     0.25   F#3      chord    0.60
36     4.25     0.25   E3       chord    1.00
36     4.25     0.25   D3       chord    0.98
36     4.25     0.25   A2       bass     1.00

37     1.25     0.50   B4       melody   0.49
37     1.25     0.25   G#4      melody   0.45
37     1.50     0.25   F#3      bass     0.99
37     1.75     0.25   C#5      melody   0.31
37     1.75     0.25   A3       chord    1.00
37     2.00     0.75   C#5      melody   0.40
37     2.00     0.25   A3       chord    1.00
37     2.00     0.75   F#3      bass     1.00
37     2.00     0.25   E3       chord    0.94
37     2.00     1.00   D3       chord    0.45
37     2.25     0.50   C#4      chord    1.00
37     2.25     1.00   B3       chord    0.53
37     2.75     0.50   G#5      melody   0.68
37     2.75     0.50   D5       melody   0.49
37     2.75     0.50   G3       chord    0.81
37     2.75     0.50   E3       chord    0.36
37     3.25     0.50   A#4      chord    0.47
37     3.25     0.50   F#3      chord    0.65
37     3.50     0.25   C#4      chord    0.54
37     3.50     0.50   A3       chord    0.61
37     3.50     0.25   F#3      chord    0.52
37     3.75     0.25   G4       chord    1.00
37     3.75     0.25   C4       chord    1.00
37     3.75     0.25   A2       bass     1.00
37     4.00     1.00   C5       melody   0.68
37     4.00     1.00   C4       chord    0.64
37     4.00     1.50   E3       chord    0.72

38     1.00     0.50   B5       melody   1.00
38     1.25     0.25   A#4      chord    1.00
38     1.25     0.25   D#3      chord    0.39
38     1.25     0.25   C3       chord    0.38
38     1.75     0.75   C5       melody   1.00
38     2.00     1.00   D5       melody   0.62
38     2.00     0.50   C5       melody   0.98
38     2.00     0.25   E3       chord    0.34
38     2.00     0.25   A2       bass     1.00
38     2.25     0.75   D5       melody   0.59
38     2.25     0.25   C5       melody   0.91
38     2.25     0.25   G4       chord    0.91
38     2.25     4.00   D3       chord    1.00
38     2.25     0.25   E2       bass     1.00
38     2.50     0.50   B4       melody   1.00
38     2.50     0.50   A#4      chord    1.00
38     2.50     0.50   A4       chord    0.87
38     3.00     0.25   C5       melody   0.30
38     3.00     0.25   D4       melody   0.33
38     3.25     1.00   A4       melody   1.00
38     3.25     1.00   F#3      bass     0.98
38     3.75     0.75   G4       melody   0.30
38     4.00     0.25   A5       melody   0.87
38     4.50     0.75   F#5      melody   1.00
38     4.50     0.50   A#3      chord    0.32
38     4.50     0.50   G3       chord    1.00
38     4.50     3.00   D3       chord    0.84

39     1.00     2.00   D5       melody   1.00
39     1.00     0.75   B3       chord    0.92
39     1.00     0.50   E3       chord    0.47
39     1.00     0.50   D#3      chord    0.32
39     1.50     1.00   A4       melody   0.84
39     1.75     1.50   E2       bass     1.00
39     2.00     1.50   D5       melody   0.36
39     2.00     1.50   D3       chord    0.56
39     2.00     1.00   E2       bass     1.00
39     2.50     1.00   D5       melody   1.00
39     2.50     0.50   B3       chord    0.60
39     2.50     0.50   A3       chord    0.84
39     2.50     1.00   D3       chord    0.74
39     3.00     0.50   E3       chord    0.47
39     3.25     0.25   A3       chord    0.58
39     3.25     2.00   F#3      bass     1.00
39     3.50     2.00   A4       melody   1.00
39     3.50     0.25   F#4      melody   0.54 (tie)
39     3.50     0.50   D4       chord    0.75
39     3.50     0.50   F#2      bass     0.73
39     3.75     0.50   A3       chord    0.44
39     3.75     1.50   D3       chord    0.99
39     4.50     1.00   E2       bass     1.00

40     1.00     0.50   D5       melody   0.41
40     1.00     1.50   A#3      chord    0.63
40     1.00     0.50   G3       chord    0.57
40     1.00     0.50   D3       chord    0.58
40     1.25     0.25   F#4      chord    1.00
40     1.25     1.00   C4       chord    0.56
40     1.25     0.50   F2       bass     1.00
40     1.50     0.25   E3       chord    0.33
40     1.75     0.25   F#4      melody   0.58
40     1.75     0.50   C4       chord    0.38
40     1.75     0.75   A#3      chord    0.81
40     2.00     0.50   F2       bass     1.00
40     2.50     0.50   A1       bass     0.55
40     3.00     0.25   G3       bass     1.00
40     3.50     4.00   A3       chord    0.93
40     3.50     4.00   D3       chord    0.66
40     4.25     4.00   A3       chord    0.62
40     4.25     2.00   F#3      bass     0.80
40     4.25     4.00   D3       chord    0.94

41     2.00     2.00   D5       melody   1.00
41     2.00     0.75   A#3      chord    0.57
41     2.00     2.00   D3       chord    0.33
41     2.50     0.50   F#5      melody   0.40
41     2.50     2.00   C#3      chord    0.37
41     3.00     1.00   D5       melody   1.00
41     3.00     0.75   A4       chord    1.00
41     3.00     1.00   D3       chord    0.60
41     3.75     0.50   F#4      melody   1.00
41     3.75     0.50   D4       chord    1.00
41     3.75     0.50   B3       chord    0.43
41     3.75     0.75   A#3      chord    0.31
41     4.25     0.25   A#4      chord    0.37
41     4.25     1.00   G#4      melody   0.92
41     4.25     0.25   G4       melody   0.93
41     4.25     0.25   C#3      chord    0.60
41     4.25     0.25   F2       bass     0.72
41     4.50     0.75   C5       melody   0.47
41     4.50     2.00   E3       chord    0.56
41     4.50     1.00   A2       bass     1.00

42     1.25     0.25   A3       chord    0.62
42     1.25     1.00   E3       chord    0.74
42     1.25     0.25   D3       chord    0.45
42     1.25     0.75   C#3      chord    0.62
42     1.50     0.25   B5       melody   1.00
42     1.50     0.75   D5       melody   1.00
42     1.50     0.75   C4       chord    1.00
42     1.50     1.00   B3       chord    0.74
42     1.50     2.00   G3       chord    0.70
42     2.00     2.00   E5       melody   0.59
42     2.00     0.25   C2       bass     1.00
42     2.25     1.50   C4       chord    0.57
42     2.25     0.25   F3       chord    0.34
42     2.25     0.25   E3       chord    0.48 (tie)
42     2.50     1.00   E5       melody   0.84
42     2.50     2.00   D5       melody   0.39
42     2.50     0.25   E4       chord    1.00
42     2.50     1.00   C4       chord    0.86
42     2.50     1.00   G3       chord    0.80
42     3.00     0.75   F#5      melody   0.45
42     3.00     0.75   A3       chord    0.51 (tie)
42     3.75     1.00   F#3      bass     0.91
42     4.50     0.25   D5       melody   0.31 (tie)
42     4.75     0.25   B5       melody   1.00
42     4.75     0.75   E5       melody   0.35
42     4.75     0.75   B3       chord    0.53
42     4.75     0.50   G3       chord    1.00
42     4.75     1.50   D3       chord    0.32

43     1.00     0.50   F#3      chord    1.00
43     1.25     0.25   B4       chord    0.73
43     1.25     0.50   G4       chord    0.55
43     1.50     0.25   E5       melody   0.80
43     1.50     1.00   D5       melody   1.00
43     1.50     0.25   B3       chord    0.65
43     1.50     0.25   F#3      chord    0.59
43     1.50     1.00   D3       chord    0.69
43     1.75     0.75   D5       melody   0.87
43     1.75     1.00   B4       melody   0.82
43     1.75     1.00   A4       chord    1.00
43     1.75     0.75   D3       chord    0.58
43     1.75     1.00   G2       bass     1.00
43     2.50     0.25   F4       chord    0.32
43     2.50     0.25   A2       bass     0.63
43     2.75     0.25   A4       melody   0.59
43     2.75     1.00   F#4      melody   1.00
43     2.75     3.00   D3       chord    0.33
43     2.75     3.00   G2       bass     1.00
43     3.00     1.00   E4       melody   1.00
43     3.00     0.25   G3       chord    0.37 (tie)
43     3.25     0.50   F#4      melody   0.92
43     3.25     0.50   E3       chord    0.52
43     3.25     2.00   D3       chord    0.60
43     3.25     2.00   G2       bass     1.00
43     4.25     1.50   D5       melody   1.00
43     4.25     1.00   B3       chord    0.80
43     4.25     0.50   E3       chord    0.30
43     4.75     1.00   D5       melody   0.47
43     4.75     1.00   D4       chord    0.93

44     1.50     0.25   A5       melody   0.82
44     1.50     0.25   F3       chord    0.59
44     1.50     0.25   C3       bass     0.87
44     1.75     0.75   C5       melody   0.56
44     1.75     0.25   A#3      chord    1.00
44     1.75     0.25   F3       chord    0.65
44     1.75     0.25   D#3      chord    0.53
44     2.00     0.25   D3       chord    0.31
44     2.25     0.25   A#4      melody   1.00
44     2.25     0.25   A4       chord    1.00
44     2.25     0.25   B2       bass     0.33
44     2.50     0.25   D5       melody   0.67
44     2.75     0.75   A5       melody   0.81
44     2.75     0.25   D#5      melody   1.00
44     2.75     0.75   A#1      bass     0.57
44     3.00     0.50   A5       melody   1.00
44     3.00     0.25   D5       melody   0.91
44     3.00     1.50   A#3      chord    0.40
44     3.00     1.50   F3       chord    0.77
44     3.25     0.50   G#5      melody   1.00
44     3.25     0.50   C#3      chord    0.47
44     3.50     0.50   G5       melody   0.84
44     3.50     0.25   E5       melody   1.00
44     3.50     1.00   A#3      chord    0.90
44     3.50     0.25   A3       chord    0.50
44     3.50     0.25   C#3      chord    0.60
44     3.75     0.25   E5       melody   1.00
44     3.75     2.00   C5       melody   1.00
44     3.75     0.25   A#4      chord    1.00
44     3.75     0.25   C3       bass     0.60
44     4.00     0.25   A#4      melody   0.81
44     4.00     0.25   A4       chord    1.00
44     4.00     0.50   D3       chord    0.32
44     4.25     0.25   A#5      melody   0.63
44     4.50     0.25   F#4      chord    1.00
44     4.75     1.00   A#4      melody   1.00
44     4.75     2.00   C#4      chord    0.47
44     4.75     4.00   A3       chord    0.79
44     4.75     4.00   E3       bass     1.00

45     1.00     3.00   A3       chord    0.76
45     1.00     4.00   E3       bass     1.00
45     1.00     2.00   D3       chord    0.43
45     1.75     1.00   E5       melody   0.98
45     1.75     3.00   C#5      melody   0.85
45     1.75     3.00   A3       chord    0.71
45     1.75     4.00   E3       bass     1.00
45     1.75     1.50   C#3      chord    0.53
45     2.75     1.50   C#5      melody   0.87
45     2.75     0.25   C#3      chord    0.40
45     2.75     0.25   E2       bass     0.64
45     3.00     0.25   C#4      chord    0.53 (tie)
45     3.00     0.25   F#3      chord    0.56 (tie)
45     3.25     0.75   A4       melody   0.35
45     3.25     0.50   D3       chord    0.39
45     3.50     0.75   C#3      chord    0.44
45     4.00     0.25   E5       melody   1.00
45     4.00     0.25   E2       bass     0.81
45     4.25     0.25   C#5      melody   0.40 (tie)
45     4.25     0.25   E4       melody   1.00
45     4.50     0.50   B4       melody   0.40
45     4.50     3.00   G3       chord    0.43
45     4.50     2.00   A2       bass     0.78
45     4.75     0.75   C4       chord    0.54
45     5.00     0.50   G4       melody   0.38

46     1.50     0.75   F#5      melody   1.00
46     1.50     1.00   E3       chord    0.56
46     1.50     0.25   C3       chord    0.37
46     1.50     0.75   A2       bass     1.00
46     1.75     1.50   C4       chord    1.00
46     2.00     0.25   D5       melody   0.35
46     2.00     0.50   E4       chord    0.58
46     2.00     0.50   C3       chord    0.58
46     2.25     0.75   E5       melody   0.36
46     2.50     0.25   G5       melody   1.00
46     2.50     0.50   D5       melody   0.50
46     2.50     0.50   A4       chord    0.67
46     2.50     0.25   F2       bass     0.70
46     2.75     0.50   F#5      melody   0.94
46     2.75     0.25   G2       bass     0.81
46     3.00     0.25   A4       melody   0.83 (tie)
46     3.00     0.25   D#3      chord    0.48
46     3.00     0.25   F2       bass     0.68
46     3.25     0.25   G#5      melody   1.00
46     3.50     0.50   G#5      melody   1.00
46     3.50     0.50   D#3      chord    0.47
46     4.00     0.25   A#5      melody   0.74
46     4.00     0.50   G#2      bass     0.50
46     4.25     0.25   C3       chord    0.42
46     4.50     0.25   G#5      melody   0.57 (tie)
46     4.50     0.25   F5       melody   1.00
46     4.50     0.25   C4       chord    0.58 (tie)
46     4.75     0.25   A5       melody   1.00
46     4.75     0.25   G#5      melody   0.53
46     4.75     0.50   G3       chord    0.89
46     4.75     0.75   D3       chord    1.00

47     1.25     0.50   F#5      melody   0.64
47     1.25     1.00   B3       chord    0.48
47     1.25     0.25   F#3      chord    0.65
47     1.25     0.25   D3       chord    1.00
47     1.50     0.25   F#5      melody   0.57 (tie)
47     1.50     0.75   D5       melody   1.00
47     1.50     1.00   G3       chord    0.77
47     1.50     1.50   B2       bass     1.00
47     1.75     0.75   A4       melody   1.00
47     1.75     0.25   B1       bass     0.49
47     2.25     0.25   D5       melody   0.55
47     2.25     0.25   G2       bass     0.46 (tie)
47     2.50     0.50   B5       melody   1.00
47     2.50     0.50   B3       chord    0.42
47     2.50     0.50   D3       chord    0.84
47     2.75     0.25   F#4      chord    1.00
47     3.00     0.25   B5       melody   1.00
47     3.00     0.25   D5       melody   1.00
47     3.00     0.25   D3       chord    0.91
47     3.25     0.25   D3       chord    0.31 (tie)
47     3.50     1.00   D5       melody   0.93
47     3.50     0.50   F#4      melody   0.67
47     3.50     0.50   E2       bass     1.00
47     4.00     0.50   G2       bass     0.70
47     4.75     0.25   D5       melody   1.00
47     4.75     0.25   A#3      chord    1.00
47     4.75     0.25   C3       bass     0.72

48     1.00     0.25   D5       melody   1.00
48     1.00     0.25   A4       chord    1.00
48     1.00     0.25   F4       melody   1.00
48     1.00     0.25   D3       chord    0.79
48     1.00     0.25   F2       bass     1.00
48     1.25     0.25   C5       melody   0.56
48     1.25     0.25   A4       melody   1.00
48     1.25     0.25   D3       chord    0.79
48     1.25     0.25   C3       chord    0.51
48     1.25     0.25   F2       bass     1.00
48     1.50     0.50   C4       chord    1.00
48     1.75     0.25   C5       melody   0.95
48     1.75     0.25   C4       chord    0.63
48     1.75     0.25   D3       chord    0.58
48     2.00     0.25   C5       melody   1.00
48     2.00     0.25   A#4      melody   0.62
48     2.00     0.25   A4       chord    0.81
48     2.00     0.25   C4       chord    0.41
48     2.25     0.25   F3       chord    0.35
48     2.25     0.25   D3       chord    0.35
48     2.50     0.50   D5       melody   0.94
48     2.50     0.50   C5       melody   0.56
48     2.50     1.50   D3       chord    0.31
48     2.50     0.25   E2       bass     1.00
48     2.75     0.75   F5       melody   1.00
48     2.75     1.50   D4       chord    1.00
48     2.75     0.75   A#3      chord    0.90
48     3.00     0.25   A5       melody   1.00
48     3.00     0.25   A1       bass     0.70
48     3.50     0.50   D5       melody   1.00
48     3.50     0.25   C5       melody   1.00
48     3.75     0.25   A#3      chord    0.61
48     4.25     0.75   D5       melody   0.37
48     4.25     0.75   F#4      chord    0.94
48     4.25     0.25   D4       chord    0.80
48     4.25     0.50   A#3      chord    0.68

49     1.00     0.50   G5       melody   0.34
49     1.00     0.25   C#5      melody   0.34
49     1.00     0.25   A4       chord    1.00
49     1.00     0.50   A2       bass     1.00
49     1.25     0.50   C#4      chord    1.00
49     1.50     0.25   B5       melody   0.71
49     1.50     0.25   D5       melody   1.00
49     1.50     0.25   F#3      chord    0.68
49     1.50     0.25   E3       bass     1.00
49     1.50     0.25   C#3      chord    0.46
49     1.75     0.50   B5       melody   1.00
49     1.75     1.00   C#4      chord    0.98
49     1.75     0.50   A3       chord    0.49
49     1.75     0.75   F#3      chord    0.50
49     2.00     0.25   B5       melody   1.00 (tie)
49     2.00     0.75   C#3      chord    0.31
49     2.25     0.25   B4       melody   1.00
49     2.25     0.25   A4       melody   0.81
49     2.50     0.25   E5       melody   1.00
49     2.50     0.25   C#5      melody   0.57
49     2.50     0.25   A#3      chord    0.52
49     2.50     0.25   E3       bass     1.00 (tie)
49     2.50     0.25   D3       chord    0.68
49     2.75     0.75   E5       melody   0.87
49     2.75     0.75   C#4      chord    0.78
49     2.75     0.50   A3       chord    0.32
49     2.75     0.75   F#3      chord    0.42
49     2.75     0.75   E3       bass     1.00
49     3.25     0.25   C#3      chord    0.49 (tie)
49     3.25     0.25   F#2      bass     1.00
49     3.75     0.25   F#5      melody   1.00
49     3.75     0.25   E5       melody   1.00
49     3.75     0.25   A3       chord    0.37
49     3.75     0.25   E3       bass     1.00
49     3.75     0.25   C#3      chord    0.47
49     4.00     0.25   F#5      melody   1.00
49     4.00     0.25   E5       melody   1.00
49     4.00     0.25   A3       chord    0.85
49     4.00     0.25   F#3      chord    0.85
49     4.00     0.25   E3       chord    0.76
49     4.25     0.25   A#2      bass     1.00
49     4.50     0.25   E5       melody   0.76
49     4.50     0.25   D5       melody   1.00
49     4.75     0.25   D5       melody   0.94
49     4.75     1.00   C5       melody   1.00
49     4.75     1.50   A2       bass     1.00

50     1.00     1.00   C4       chord    0.66
50     1.00     0.50   E3       chord    0.54
50     1.25     0.25   G4       melody   0.47
50     1.75     0.50   B4       melody   0.34
50     1.75     0.50   E3       chord    0.54
50     2.00     0.25   E4       melody   1.00
50     2.00     0.25   C4       chord    0.46 (tie)
50     2.00     0.25   B3       chord    0.37
50     2.25     0.50   A5       melody   0.82
50     2.25     0.25   F#5      melody   1.00
50     2.25     0.25   C4       chord    0.49
50     2.25     0.75   G3       chord    0.74
50     2.25     0.50   E3       chord    0.81
50     2.50     1.00   B5       melody   1.00
50     2.50     0.50   D3       chord    0.64
50     2.50     0.25   C3       chord    0.44
50     2.50     0.75   F2       bass     1.00
50     2.75     0.50   C4       chord    0.60
50     3.00     0.25   A#5      melody   0.35
50     3.25     0.25   B5       melody   1.00
50     3.25     0.25   A5       melody   0.75
50     3.25     0.25   D3       chord    0.38
50     3.25     0.50   G2       bass     0.73
50     3.75     0.25   A4       melody   0.51
50     3.75     1.00   G#2      bass     1.00
50     4.00     0.25   C5       melody   0.38
50     4.00     0.75   C4       chord    0.65
50     4.00     2.00   F#3      bass     0.86
50     4.25     0.25   C6       melody   1.00
50     4.25     0.50   C3       chord    0.33
50     4.50     0.25   A5       melody   1.00
50     4.50     0.25   G#3      chord    0.31 (tie)
50     4.75     0.25   D5       melody   1.00
50     4.75     1.00   G2       bass     1.00

51     1.00     0.25   D5       melody   1.00
51     1.00     0.50   G4       chord    0.41
51     1.25     0.75   B5       melody   1.00
51     1.50     0.50   F#5      melody   0.45
51     1.50     0.25   B3       chord    0.49 (tie)
51     1.50     0.25   D3       chord    1.00 (tie)
51     1.75     0.25   F4       chord    1.00
51     1.75     0.25   A3       chord    0.83
51     2.00     0.50   B5       melody   1.00
51     2.00     0.75   C4       chord    0.66
51     2.00     0.75   A3       chord    0.77
51     2.00     1.50   F3       chord    0.73
51     2.50     1.50   D5       melody   0.92
51     2.50     0.50   A#4      chord    0.47
51     2.50     0.50   A4       chord    0.96
51     2.50     0.25   F2       bass     1.00 (tie)
51     2.75     1.00   D3       chord    0.41
51     3.00     0.50   B5       melody   1.00
51     3.00     0.50   F2       bass     1.00
51     3.25     0.50   E2       bass     1.00
51     3.75     0.25   A#4      chord    0.87
51     3.75     0.25   G3       chord    0.44
51     3.75     0.25   F#3      chord    0.67
51     3.75     0.25   D3       chord    0.89 (tie)
51     4.00     0.25   B5       melody   1.00
51     4.00     0.25   B3       chord    0.34
51     4.00     0.25   G3       chord    0.44
51     4.00     0.75   F#3      bass     0.43
51     4.00     0.75   D3       chord    0.89
51     4.25     0.50   A4       melody   1.00
51     4.25     0.50   E3       chord    0.52
51     4.50     0.25   A4       melody   0.52
51     4.50     0.25   E3       chord    0.52
51     4.50     0.25   D3       chord    0.89
51     4.50     0.25   G2       bass     1.00
51     4.75     0.25   D5       melody   0.64

52     1.00     0.25   D5       melody   0.61
52     1.00     0.50   A#3      chord    0.97
52     1.00     0.25   D3       chord    0.65
52     1.25     0.25   A4       melody   0.54
52     1.50     0.25   G4       melody   0.84
52     1.50     0.25   F2       bass     0.73
52     1.75     0.50   A#4      chord    0.60
52     1.75     0.25   A4       melody   0.54
52     1.75     0.25   G4       melody   0.72
52     1.75     0.25   D3       chord    0.72
52     1.75     0.25   F2       bass     0.81
52     2.00     0.50   D5       melody   0.86
52     2.00     0.25   G#4      melody   1.00
52     2.00     0.25   E4       chord    0.51
52     2.00     0.50   A#1      bass     0.50
52     2.25     0.25   A#2      bass     1.00 (tie)
52     2.50     0.25   D5       melody   1.00
52     2.50     0.25   C3       chord    0.51
52     2.75     0.25   D5       melody   0.90
52     2.75     0.25   C3       chord    0.51
52     3.00     0.75   D5       melody   1.00
52     3.00     0.25   C4       chord    0.64
52     3.00     0.25   F3       chord    0.64
52     3.25     0.25   E5       melody   0.65
52     3.25     0.25   D3       chord    0.92
52     3.25     0.25   F2       bass     0.94
52     3.50     0.25   E5       melody   0.65 (tie)
52     3.50     0.25   D3       chord    0.87 (tie)
52     3.50     0.25   F2       bass     1.00 (tie)
52     4.00     0.50   G5       melody   0.36
52     4.00     0.50   G4       chord    0.83
52     4.00     1.00   D4       chord    1.00
52     4.00     0.50   A#3      chord    1.00
52     4.50     0.50   C4       chord    0.86
52     4.50     0.50   G3       chord    0.65
52     4.75     0.25   C5       melody   0.63
52     4.75     0.25   E2       bass     1.00

53     1.00     0.25   D3       chord    0.54
53     1.00     0.25   A2       bass     1.00
53     1.25     0.25   D5       melody   0.63
53     1.25     0.50   D2       bass     0.66
53     1.50     0.25   C#5      melody   0.35
53     1.50     0.25   F#4      melody   0.31
53     2.00     0.75   G5       melody   0.31
53     2.00     0.75   E3       chord    0.48
53     2.00     0.75   A2       bass     1.00
53     2.25     0.50   G5       melody   0.31
53     2.25     0.50   E3       chord    0.66
53     2.50     0.25   F#5      melody   1.00
53     2.50     0.25   C#3      chord    0.40
53     2.50     0.25   E2       bass     0.70
53     2.75     0.25   A#5      melody   1.00
53     2.75     0.75   A3       chord    0.36
53     2.75     0.50   F#3      chord    0.66
53     2.75     0.25   C#3      chord    0.31
53     3.00     0.25   D3       chord    0.32
53     3.00     0.50   E2       bass     0.71
53     3.25     0.25   F#2      bass     1.00
53     3.50     0.25   G5       melody   0.72 (tie)
53     3.50     0.25   F#5      melody   0.48
53     3.50     0.25   D3       chord    0.62
53     3.75     0.25   F#5      melody   0.70
53     3.75     0.25   A3       chord    0.78
53     3.75     0.25   E3       chord    0.45
53     3.75     0.25   D3       chord    0.32
53     4.00     0.25   F#5      melody   0.65
53     4.00     0.25   C#4      chord    0.65
53     4.00     0.25   A3       chord    0.78
53     4.00     0.25   E3       chord    0.37
53     4.25     0.25   D5       melody   1.00
53     4.25     0.25   A#3      chord    0.67
53     4.50     0.25   D5       melody   1.00
53     4.50     0.25   D3       chord    0.79
53     4.75     0.50   D5       melody   0.94
53     4.75     0.25   G#4      chord    0.72
53     4.75     0.25   D3       chord    0.79
53     4.75     0.25   B2       bass     1.00

54     1.00     0.25   D5       melody   0.88
54     1.00     0.25   C#5      melody   0.98
54     1.00     0.25   G4       chord    1.00
54     1.00     0.25   A#2      bass     1.00
54     1.50     0.25   C5       melody   0.76
54     1.50     0.25   B4       melody   0.78
54     1.50     0.25   E3       chord    0.53
54     1.50     0.25   C3       chord    0.59
54     1.50     0.25   A2       bass     1.00
54     2.00     0.25   D5       melody   0.41
54     2.00     0.25   B4       melody   0.64
54     2.00     0.50   E3       chord    0.54
54     2.00     0.50   A2       bass     1.00
54     2.25     0.25   B5       melody   1.00
54     2.75     0.25   D5       melody   1.00
54     2.75     0.25   C4       chord    0.60
54     2.75     0.25   G3       bass     1.00
54     2.75     0.25   E3       chord    0.61
54     3.00     0.25   D5       melody   1.00
54     3.00     0.25   C#5      melody   1.00
54     3.00     0.25   C4       chord    0.40
54     3.00     0.25   B3       chord    0.42 (tie)
54     3.25     0.25   C5       melody   1.00
54     3.25     0.25   C#4      chord    0.79
54     3.25     0.25   G#3      chord    0.49
54     3.25     0.25   D#3      bass     1.00
54     3.50     0.50   A#4      melody   0.82
54     3.50     0.50   D#3      bass     1.00
54     3.50     0.50   C#3      chord    0.43
54     4.00     0.25   F4       melody   0.69
54     4.00     0.25   A#3      chord    0.34
54     4.25     0.50   C5       melody   1.00
54     4.25     0.25   F#3      chord    0.59
54     4.25     0.50   D#3      chord    0.80
54     4.50     0.25   G#4      melody   1.00
54     4.50     0.25   G#2      bass     1.00
54     4.75     0.50   G#4      melody   0.81
54     4.75     0.50   D#3      chord    0.49
54     4.75     0.50   G#2      bass     1.00

55     1.00     0.50   C5       melody   0.92
55     1.00     0.50   D#3      chord    0.50
55     1.00     0.25   G#2      bass     1.00
55     1.50     0.50   D5       melody   1.00
55     1.50     0.50   B4       chord    0.64
55     1.50     1.50   D3       chord    1.00 (tie)
55     1.50     1.50   G2       bass     1.00
55     1.75     0.25   B5       melody   1.00
55     1.75     0.25   G4       chord    0.49
55     1.75     1.00   D4       chord    0.90
55     1.75     1.00   B3       chord    0.69
55     2.00     0.25   D5       melody   0.86
55     2.00     0.75   E3       chord    0.32
